author,comment,published_at,likes
@josuebarduzco,"Wrong direction (passenger)

When I was a kid, the things I did were hidden under the grid
Young and naive, I never believed that love could be so well hid
With regret I'm willing to bet, and say the older you get
It gets harder to forgive and harder to forget
It gets under your shirt like a dagger at work
The first cut is the deepest but the rest still flipping hurt
You build your heart of plastic
Get cynical and sarcastic
And end up in the corner on your own
'Cause I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction
Oh no
So what's the point in getting your hopes up
When all you're ever getting is choked up
When you're coked up
And can't remember the reason why you broke up
You call her in the morning
When you're coming down and falling
Like an old man on the side of the road
'Cause when you're apart you don't want to mingle
When you're together you want to be single
Ever the chase to taste the kiss of bliss
That made your heart tingle
How much greener the grass is
With those rose tinted glasses
But the butterflies they flutter by and leave us on our arses
'Cause I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction, there's
Fish in the sea for me to make a selection
I'd jump in if it wasn't for my ear infection
'Cause all I want to do is try to make a connection
It seems I've been running in the wrong direction
Oh
Oh, oh, I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction
I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction, oh
It seems like I'm running in the wrong direction, ohh
Seems like I'm running in the wrong direction, ohh
Well, it seems I've been running in the wrong direction, oh no
Seems I've been running in the wrong direction, oh",2023-12-14T13:27:48Z,0
@verniejourney,I WANT TO TEACH MY KID THIS SONG...ITS A REAL SONG❤,2023-12-13T18:09:40Z,0
@mjsloft8623,❤️,2023-12-03T06:47:30Z,0
@HiroshimaRiscarboyKE,i wish that you live forever,2023-10-12T17:30:29Z,3
@raimunda3059,Ele canta o amor,2023-09-25T23:21:55Z,1
@atysogie8257,2023🎉🎉,2023-09-23T10:26:29Z,1
@cblanchhiphop,Love the feeling of this man's music,2023-09-22T03:49:56Z,7
@isaackumbula3202,Still listening to this in 2023,2023-09-21T09:58:30Z,1
@that.w0rm-0,Lets appreciate this man 🫡,2023-09-21T07:30:05Z,0
@melissawalker7968,Heeey robbie i think were going in the right direction.......cant be wrong!!!!!❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊,2023-09-02T04:45:05Z,0
@momas_on,"Song has uploaded in the past but the lyrics, the style, the tone which  toward ls to the modern one. Let's see how many GOATs are still listening that legendary song for everyday!!!!!!!",2023-09-01T03:52:13Z,2
@ookk_,2023/8/27 🤍,2023-08-26T22:47:45Z,0
@I_4nqp_,2023 ❤ 0:34,2023-08-18T13:22:22Z,0
@AdabAbu,😢❤,2023-08-14T17:00:34Z,0
@barto8850,"When I was a kid, the things I did were hidden under the grid
Young and naive, I never believed that love could be so well hid
With regret I'm willing to bet, and say the older you get
It gets harder to forgive and harder to forget
It gets under your shirt like a dagger at work
The first cut is the deepest but the rest still flipping hurt
You build your heart of plastic
Get cynical and sarcastic
And end up in the corner on your own
'Cause I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction
Oh no
So what's the point in getting your hopes up
When all you're ever getting is choked up
When you're coked up
And can't remember the reason why you broke up
You call her in the morning
When you're coming down and falling
Like an old man on the side of the road
'Cause when you're apart you don't want to mingle
When you're together you want to be single
Ever the chase to taste the kiss of bliss
That made your heart tingle
How much greener the grass is
With those rose tinted glasses
But the butterflies they flutter by and leave us on our arses
'Cause I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction, there's
Fish in the sea for me to make a selection
I'd jump in if it wasn't for my ear infection
'Cause all I want to do is try to make a connection
It seems I've been running in the wrong direction
Oh
Oh, oh, I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction
I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction, oh
It seems like I'm running in the wrong direction, ohh
Seems like I'm running in the wrong direction, ohh
Well, it seems I've been running in the wrong direction, oh no
Seems I've been running in the wrong direction, oh",2023-08-03T11:28:58Z,2
@w.d.b.6742,…your song just filled my soul. It was exactly what I needed right now. Thank you ❤,2023-07-24T08:10:34Z,4
@saidafarah1264,Passenger ✨✨✨,2023-07-20T15:37:20Z,0
@zakariaselarksoussi8010,Why isnt it on Spotify?? 😢,2023-07-19T12:02:49Z,0
@Stepbystep685,Beyond the muse 😅,2023-07-06T17:50:19Z,1
@moiseshebo6539,não posso dormir sem ouvir essa obra de arte <3,2023-07-05T09:28:05Z,3
@farahmirza958,I do believe i belong on the streets.sooner i accept that the better for me,2023-06-24T19:05:22Z,1
@sharmilabaraili5079,"When I was a kid, the things I did were hidden under the grid
Young and naive, I never believed that love could be so well hid
With regret I'm willing to bet, and say the older you get
It gets harder to forgive and harder to forget
It gets under your shirt like a dagger at work
The first cut is the deepest but the rest still flipping hurt
You build your heart of plastic
Get cynical and sarcastic
And end up in the corner on your own
'Cause I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction
Oh no
So what's the point in getting your hopes up
When all you're ever getting is choked up
When you're coked up
And can't remember the reason why you broke up
You call her in the morning
When you're coming down and falling
Like an old man on the side of the road
'Cause when you're apart you don't want to mingle
When you're together you want to be single
Ever the chase to taste the kiss of bliss
That made your heart tingle
How much greener the grass is
With those rose tinted glasses
But the butterflies they flutter by and leave us on our arses
'Cause I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction, there's
Fish in the sea for me to make a selection
I'd jump in if it wasn't for my ear infection
'Cause all I want to do is try to make a connection
It seems I've been running in the wrong direction
Oh
Oh, oh, I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction
I'd love to feel love but I can't stand the rejection
I hide behind my jokes as a form of protection
I thought I was close but under further inspection
It seems I've been running in the wrong direction, oh
It seems like I'm running in the wrong direction, ohh
Seems like I'm running in the wrong direction, ohh
Well, it seems I've been running in the wrong direction, oh no
Seems I've been running in the wrong direction, oh",2023-06-23T08:31:21Z,1
@shaundocherty96,Video works for like 1 minute then goes silent,2023-06-16T10:26:19Z,1
@naworajbudhathoki8401,"Chandler Bing 
I hide behind my jokes as form of protection",2023-06-15T10:18:45Z,1
@willhefner,He lied about his ear infection haaaaa....😅😅😅🥰🥰🥰🤪🤪,2023-06-10T23:09:16Z,0
@someidiot5635,Tune,2023-06-04T08:21:22Z,1
@laaglaagsugbo,"The wrong direction,.tlga ako dhl pinaasa at biglang nawala..at umuwi ng pinas sa iba na umuwi., kaya goodluck sayo my dear ex-boyfriend 😂 
My ex lover,. PMMA 😊",2023-06-03T08:54:41Z,0
@anyamwangsa2407,Lets see how mny people still listening in 2023🖐️🤘,2023-05-27T15:23:36Z,5
@cider666,UNIQUE VOIC3!!!,2023-05-21T17:40:54Z,1
@xoxoress,If the Alvin Chipmunk was a real person. 😂,2023-05-10T20:28:46Z,0
@ashsmashproductions,Face isn't 2bad either,2023-05-10T19:00:48Z,0
@ashsmashproductions,His voice melts my ❤,2023-05-10T19:00:23Z,0
@parabola7762,"My list-:
1st- bruno mars
2nd-ed sheeran
3rd but not the least -passenger",2023-04-30T16:01:13Z,1
@mymum1730,"Its like you talking to me, ive built this high wall around me",2023-04-27T21:58:47Z,0
@babs2034,💞💞💞💞,2023-04-26T12:42:52Z,0
@sickraffox,"the more i get old, the more i can relate to the lyrics",2023-03-28T09:18:21Z,2
@MM-he2jo,"They say that if you put a goldfish in to a round bowl, the fish will finaly ""get lost by the mind"", I just wondered how does it goes in life, us people, going round and a round, day by day. The song was/is beautiful ❤",2023-03-17T22:19:34Z,1
@prachideshpande1,Love ❤️,2023-03-12T11:23:12Z,1
@jamilblack7401,Hippy,2023-03-03T23:40:25Z,0
@glenforde831,When you find the song that explain your life  be like 😳,2023-02-27T08:59:42Z,0
@MiaTheDreamer,❤Wuf Wuf❤,2023-02-18T17:39:06Z,0
@Tammiehua,Passenger who can be the driver 👍🏼,2023-02-02T14:28:27Z,0
@แบ่งปันความสุขดึงดูดพลังบวกและ,"Always love you and see you in myself
Life it about journey beautiful have fun happy tried sad broken run out of energy all happened it beautiful to grow you become who you are
Thanks you always cheer me up
Million thanks 🙏🙏",2023-02-01T08:17:39Z,0
@karinv8025,Hope you found the direction you wanted passenger.,2023-01-31T11:49:25Z,0
@DrMattDestruction,"Robots are coming to take 800 million jobs by the year 2030! There’s already a McDonald’s restaurant without any human employees today!

We need the Universal Basic Income now!

With the ubi, we can also have the ethical $0/hour minimum wage. Which means more people can afford to create jobs! I want dozens of $0/hour employees. Don’t you?!

Let’s create more job creators! Let’s make the Universal Basic Income happen now!
Am",2023-01-27T02:37:29Z,0
@k.k.2157,Just came back to listen to this song again and I wish I could click the like button once again because once is not enough.,2023-01-23T15:00:32Z,4
@silviasalortherrera1659,Bonita interpretación,2023-01-21T02:56:18Z,0
@jazzdawg4024,Thank you Pandora and Modest Mouse for helping me to find this man,2023-01-16T12:15:59Z,0
@tazler345,My fav off passenger helped me through some really bad things,2023-01-09T01:23:32Z,0
@yodababy6,Good job passenger love it you are awesome,2023-01-08T08:09:19Z,0
@johnmarleeb.figueroa2997,"Why Owl City, Passenger, Carly Rae jepsen etc. Who releasing a good music is always underated",2023-01-01T17:26:30Z,0
@samarzad9354,I need the lyrics immediately,2022-12-27T08:39:18Z,0
@manasuniyal2897,"Amazing msuic by Passenger ..........
I really appreciate it .",2022-12-23T07:43:05Z,0
@lottieloulaa2921,U should get with #katebush,2022-12-08T03:14:50Z,0
@lottieloulaa2921,Sorry “!hatter!”,2022-12-08T03:13:08Z,0
@lottieloulaa2921,YOU fuck off with the adverts on utube advert man,2022-12-08T03:12:47Z,0
@stevemogaka8553,I just don't know what else to listen to since I met passenger songs. No other genre or singer songwriter makes sense to me. Am addicted,2022-12-07T19:53:01Z,55
@spellenalfredtvgh2792,am a critic of most songs and movies but this piece is the best. Passenger love to meet you some day,2022-12-01T09:52:53Z,2
@rafiurrafi3938,❤️‍🔥Passenger is a GREAT Poet & lyricist ❤️❤️‍🔥,2022-11-27T13:57:20Z,0
@subramanibalaji8049,Good vintage voice,2022-11-27T07:26:14Z,0
@clintonp1993,"No one can compete with you.
You’re unique. 🎉",2022-11-26T15:38:33Z,0
@arthur13-w4z,I am crying,2022-11-25T07:58:32Z,0
@arthur13-w4z,I've been running in the wrong direction,2022-11-25T07:56:23Z,0
@user-iz6gq2pg9j,✋✋✋😷😷😷✌👍👍👍👍🇨🇨🇨🇨🇨🇨,2022-11-15T01:42:38Z,0
@ohfelia1643,haha this is such a flipping adult song,2022-11-13T05:43:13Z,0
@davidreza5375,"Ten years after the song came out, I remember it like it was yesterday",2022-11-12T01:30:37Z,1
@imperfectionxu,Who's still listening this masterpiece..🎶🎶..2022❤️,2022-11-07T09:21:43Z,1
@tobiasfeiersinger6776,Great,2022-11-06T21:50:50Z,0
@traceypreston3049,Whatever I'm feeling Passenger has a song for it. Extremely talented guy ❣️,2022-11-06T20:10:04Z,23
@mohamedm.e.9227,🌹❤️,2022-10-25T23:32:15Z,0
@andischier8372,"https://youtube.com/clip/UgkxyDywOzKhy8EN3xZZXIBR5HYoomnoZkqr
🔥🔥🔥",2022-10-23T19:50:57Z,0
@lukexr125,What disney song does this remind me of? Especially tha rejection lyric,2022-10-12T15:33:08Z,0
@pappystudio7078,❤❤❤❤❤❤,2022-10-05T16:51:19Z,0
@TheSmoke04,the best,2022-09-08T00:26:48Z,0
@albertomendoza927,me gusta mucho su estilo tiene excelentes canciones,2022-09-03T18:05:58Z,3
@giorgisvanidze6880,2022,2022-09-02T10:03:36Z,0
@anotherguy5038,John 14:21,2022-08-23T06:02:00Z,0
@georgebushaway5833,🙌🏻,2022-08-08T20:13:12Z,0
@ArtistAVICII,still🎧🎶❤️❤️❤️,2022-08-07T09:05:59Z,0
@hezzylyonofficial,Whaaaat the best,2022-08-03T10:38:14Z,0
@neltartibu6491,I can't stand reject! 😟,2022-07-24T13:23:25Z,0
@atwba87,لا ارى له أثر هذا الفنان الراقي؟,2022-07-21T22:18:02Z,0
@pedrorolandofloresduque7117,why this amazing song was removed from spotify :(,2022-07-19T17:00:47Z,0
@evaanaya7369,"FASCINATING AWESOME SINGING 👌 👏 👍 😍 💖 😎 👌 👏 
Love it much ❤ 😍 💖",2022-07-17T05:46:14Z,0
@vedantpatel1606,His every song hits hard no matter how old the song is...,2022-07-14T03:44:37Z,2
@ssenabulyaemmanuel1419,Still listening 2022 July,2022-07-11T14:01:31Z,0
@joyceflorentinooficial,"It's been a while since I took a trip, and I have to confess, I left this song on repeat for 2 hours on the playlist",2022-07-05T16:00:34Z,6
@benjaminhaokip3665,Oh how sweet ur voice is❤️love u from India😘,2022-07-04T11:33:03Z,0
@lisamuliapower3764,"Mike The Passenger Is The World
Amusement HEART Touching Spirit 
Song. He Is A Extremely Miraculous
Gentle Spirit🍒",2022-07-03T02:19:08Z,1
@Epicmarkmedia,The man with good song for the entire millennium,2022-07-02T12:04:24Z,0
@mua_emillyeber3815,"how many times I have played it, still I am laughing with the lyrics. your genius!!!!",2022-06-25T18:32:19Z,1
@sulavmchettri369,Seems I been running in the wrong direction❤️,2022-06-20T17:13:33Z,1
@ilmu_untuk_kita,North Sumatera-june-18-2022,2022-06-18T01:12:45Z,1
@marcvecchio3215,you are the most i admire you,2022-06-14T16:59:45Z,0
@copy52-g8m,Why this masterpiece has only 30 m views ..😭,2022-05-25T01:20:33Z,2
@wagwanbennydj6003,10 years on still more relevant than ever ❤,2022-04-18T11:22:15Z,44
@dariuspereira1564,My a*s started vibing. Wow!,2022-04-10T17:41:58Z,1
@wagwanbennydj6003,I love to love this song still!,2022-04-04T11:33:54Z,2
@sankalpdubey653,"song of Incels

something heavily wrong with his lyrics.",2022-03-20T15:58:24Z,2
@fakescam4197,2022,2022-03-20T06:47:57Z,1
@seunalaran,The message in the song... Always the message,2022-03-19T00:22:05Z,1
@farid_joy,Wrong Direction <3,2022-03-18T09:00:50Z,1
@mayteperez5587,Y,2022-03-17T10:55:15Z,1
@emirramli7210,nobody gonna save the fish :'),2022-03-16T23:45:27Z,1
@caperucitaroja,I can only see the Ukraine flag in the boat colours at the beginning of the video...,2022-03-15T11:42:01Z,1
@NesmacSTechPressConsult,He’s the best 💚💚,2022-03-14T04:23:54Z,2
@lindadawson5928,Amen to this song...I swear he sings these from the story of my life!,2022-03-09T15:49:02Z,7
@SartorialDragon,2:13 i didn't expect to hear the word “ear infection” in a love song and i regret nothing.,2022-03-08T10:05:26Z,0
@farid_joy,He is my favorite Singer.,2022-03-05T04:14:19Z,1
@xynothsenpai9485,2022,2022-02-27T06:03:53Z,1
@energynyeve3651,my fav,2022-02-24T10:37:33Z,2
@kirrich9441,"I fall asleep listening to Michael on my MP3 player (the Apple iPod of its time) and after stumbling around in the morn listen to him on my Bose. Such great wake up music gets me through the day, all day, every day.",2022-02-22T05:30:38Z,4
@darrenstarr2836,Never,2022-02-21T20:16:20Z,1
@YosettoGaming,Top músicas que deben ser conocidas por los grandes,2022-02-21T01:26:45Z,1
@EmirandAsta,Can we appreciate the solid 4 minutes of eye contact,2022-02-20T00:13:03Z,2
@suitbertmaro5792,Lifetime music,2022-02-06T06:01:23Z,1
@juandanielrojas1722,WHY IS THIS NOT IN SPOTIFY,2022-02-04T11:12:57Z,1
@mariaclarabarbosarocha742,"Amo,amo❤👏👏👏",2022-02-01T21:19:15Z,2
@Trumpetcreeper_s,"Since I listen his song too much, wherever I go I only hear his voice...",2022-01-27T06:38:36Z,1
@soyunton,I very like your song 🎧❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2022-01-26T14:02:12Z,1
@marciaana7800,Obrigado  iutub  por estas músicas  lindas  amo  passanger,2022-01-17T19:52:07Z,2
@ea4935,"1 and the other order around 1 way road always left behind 🚗☕🎓 i like the texture ass assembly asses acses abces absent to upsendt.

Its a song that makes me feel happy lined. Clinic clowns.",2022-01-16T16:33:50Z,1
@junvideos4244,"The dude made a masterpiece, this is the only song that really touch my heart and help me to fix myself a lot many times",2022-01-14T05:31:00Z,6
@Dawzyuaintnotin,"Great artist, LEGEND. For those who listen to his music 🎵🎶🎧",2022-01-13T12:14:17Z,1
@wiliancarrillo6479,The best  year 2022,2022-01-06T23:00:03Z,1
@trinitycrecy1663,Woow Big op,2022-01-01T01:11:44Z,1
@g.palompo7830,2022?,2021-12-30T23:59:18Z,4
@gowithlimon8261,Listening this in 2021,2021-12-29T19:51:15Z,3
@onionlayers9457,❤️ anyone watching this in December 2021???,2021-12-24T09:38:27Z,2
@dawgdimmadab5754,"This poetic master piece is almost 10 years old and I'm still wondering if anyone has figured out what the right direction is?? I for one, have not.",2021-12-22T08:07:41Z,2
@chacha6438,So talented,2021-12-21T19:52:03Z,1
@helenbostock2350,Your songs not boring but really all song talk about it and that feels like nothing. People have killed love for me. Well done. It's great living on my own. Master of me.,2021-12-17T10:05:06Z,1
@davidosayande6872,Funny how he's passenger but Drives me crazy,2021-12-11T13:49:37Z,1
@abdulrahmanalaa8742,"GET THIS MAN A GIRLFRIEND… omg his songs are absolute vibes and is amazing for a song that is 10 years old, fucking hidden gem, and a hidden legend.",2021-12-08T17:16:20Z,3
@wallhacker9355,I always in wrong dirrection on my school xdd now too,2021-11-27T13:14:44Z,1
@kingpin3582,This song never gets old.,2021-11-25T23:26:45Z,2
@luckyou1210-jy,If you’re listening to this in 2021 you’re a legend...,2021-11-23T07:54:47Z,1
@collinsongachi5348,Nice Song still listening 🎧,2021-11-22T20:30:39Z,2
@renatodalipaj2850,Respekt 🇦🇱🖐💪,2021-11-17T23:05:31Z,1
@fidelcampos3505,Here listening while dealing with my ear infection ❤️,2021-11-13T13:19:21Z,2
@akashupadhyay4u,"'Art is not dead, only appreciation is dying'",2021-11-10T13:11:08Z,1
@Maruchan-f5i,Like,2021-11-02T18:40:43Z,1
@prav_brav9606,Wow watched this video like 100 times just realized the man playing the piano.,2021-10-26T13:51:37Z,1
@Alahamamra,I hide behind my jokes as a form of protection…,2021-10-26T05:33:57Z,6
@davemathew5635,And he never let it go 😏,2021-10-26T01:58:36Z,1
@davemathew5635,YOUR VOICE SOUNDS EXACTLY LIKE 2012,2021-10-26T01:58:12Z,2
@duroi.holiday8854,I need passenger bus❤️❤️❤️,2021-10-21T19:54:22Z,1
@richmusicgod,dude burnt quite some calories in this video.,2021-10-20T22:24:30Z,1
@y2k.leandroo7,nostalgia,2021-10-19T11:28:41Z,2
@nawaal1986,I keep looking at the bug hanging lamp . I feel heppieness no sadness. Wanna walk the walk of joy. Thats okay,2021-10-07T05:02:26Z,2
@ahmedelkhechini7737,October 2021 ... Who still remember this song 😌,2021-10-04T22:52:46Z,1
@ewelinasz1923,❤,2021-10-01T16:21:41Z,1
@mithrandir7803,🦷🤓,2021-09-22T15:07:46Z,1
@realanime7256,people should explore more videoes of passenger than let her go !😥,2021-09-20T11:32:00Z,1
@realanime7256,passer is the only person who have more than 100rymes in each songs ! and more ryming words than we fould in google!,2021-09-20T11:30:28Z,1
@Gyle.3559,👍,2021-09-16T13:12:34Z,1
@shanhashan2501,Amazing 🔥❤️,2021-09-16T10:12:56Z,1
@Rkchawla2959,Wow superb song🎵 ❤💕,2021-09-13T11:32:35Z,1
@benjiejr6920,2021. Anyone???,2021-09-06T02:40:55Z,1
@tanumukane4672,ok can we just appreciate the VFX fishes are finding a way out of water ..................,2021-09-05T15:43:04Z,1
@helenbostock2350,Nice,2021-09-05T15:25:33Z,1
@richgowen5282,"The wet hippopotamus nutritionally surround because puffin gully guard against a snotty decrease. gaping, fallacious capital",2021-09-05T12:51:05Z,1
@sexilicious419,wow.. this songs speaks volumes.,2021-09-02T02:23:11Z,1
@nkosingiphilethecxlegend3874,IT VERY TOUGH BUT WE GOT TO GO ON AND SO AS TO LIVE!!! BEST MUSIC,2021-08-29T06:54:16Z,1
@changanonyundu8135,Who's here with me 2021?,2021-08-25T07:08:27Z,2
@Nenkaisereti,I really love this sooooong 😩❤️❤️❤️❤️❤️❤️❤️❤️❤️,2021-08-24T13:00:48Z,1
@sonurathore3972,Still in my Playlist ♥️♥️,2021-08-23T15:28:16Z,1
@koumbouras1,"Aρίστης ομορφιάς. . .!!!
(Aristis omorfias.)
""Die Größten Freuden entspringen
aus der Schönheit in Kunstwerken.""
             ( Demokrit 460-370 v.Chr)",2021-08-12T07:20:10Z,1
@rarajean21,💙,2021-08-05T06:05:16Z,2
@paolariano4252,La canción de mi vida :'v,2021-08-03T14:16:51Z,1
@atirathanand5509,The only problem with this song is that it doesn't go beyond 4 minutes,2021-07-31T00:59:09Z,1
@ericknkonya5682,who saw the Tanzanian marathon runner on the background,2021-07-28T09:23:13Z,1
@peteramutungire9576,The poetry in this man's songs is underrated. May he be blessed always,2021-07-24T12:54:04Z,299
